function,cumtime,lBits
dwave_qbsolv.dwavesearch,8.20689,2625
dwave_qbsolv.qbsolv_binding.run_qbsolv,20.827,2625
generate_qubo_numpy_multi_processing,55.011,2625
sample,23.946,2625
sample_qubo,52.8,2625
to_qubo,3.108,2625
from_qubo,28.653,2625
solve_exact_cover,107.813,2625
