function,cumtime,lBits
dwave_qbsolv.dwavesearch,4.05275,1950
dwave_qbsolv.qbsolv_binding.run_qbsolv,8.698,1950
generate_qubo_numpy_multi_processing,23.906,1950
sample,10.304,1950
sample_qubo,25.707,1950
to_qubo,1.596,1950
from_qubo,15.306,1950
solve_exact_cover,49.615,1950
