function,cumtime,lBits
dwave_qbsolv.dwavesearch,1.79484,650
dwave_qbsolv.qbsolv_binding.run_qbsolv,2.985,650
generate_qubo_numpy_multi_processing,1.432,650
sample,3.137,650
sample_qubo,5.192,650
to_qubo,0.149,650
from_qubo,2.043,650
solve_exact_cover,6.624,650
