function,cumtime,lBits
dwave_qbsolv.dwavesearch,0.80559,325
dwave_qbsolv.qbsolv_binding.run_qbsolv,1.135,325
generate_qubo_numpy_multi_processing,0.248,325
sample,1.172,325
sample_qubo,1.571,325
to_qubo,0.035,325
from_qubo,0.396,325
solve_exact_cover,1.82,325
