function,cumtime,lBits
dwave_qbsolv.dwavesearch,9.18007,2950
dwave_qbsolv.qbsolv_binding.run_qbsolv,25.374,2950
generate_qubo_numpy_multi_processing,78.469,2950
sample,29.258,2950
sample_qubo,65.085,2950
to_qubo,3.871,2950
from_qubo,35.568,2950
solve_exact_cover,143.555,2950
