function,cumtime,lBits
dwave_qbsolv.dwavesearch,1.35552,500
dwave_qbsolv.qbsolv_binding.run_qbsolv,1.974,500
generate_qubo_numpy_multi_processing,0.765,500
sample,2.073,500
sample_qubo,3.498,500
to_qubo,0.096,500
from_qubo,1.418,500
solve_exact_cover,4.265,500
