function,cumtime,lBits
dwave_qbsolv.dwavesearch,16.64934,3350
dwave_qbsolv.qbsolv_binding.run_qbsolv,50.524,3350
generate_qubo_numpy_multi_processing,123.601,3350
sample,56.747,3350
sample_qubo,111.202,3350
to_qubo,6.206,3350
from_qubo,54.073,3350
solve_exact_cover,234.806,3350
