function,cumtime,lBits
dwave_qbsolv.dwavesearch,1.29173,625
dwave_qbsolv.qbsolv_binding.run_qbsolv,2.066,625
generate_qubo_numpy_multi_processing,1.321,625
sample,2.21,625
sample_qubo,3.896,625
to_qubo,0.14,625
from_qubo,1.676,625
solve_exact_cover,5.218,625
