function,cumtime,lBits
dwave_qbsolv.dwavesearch,3.39282,1300
dwave_qbsolv.qbsolv_binding.run_qbsolv,6.148,1300
generate_qubo_numpy_multi_processing,8.308,1300
sample,6.828,1300
sample_qubo,13.676,1300
to_qubo,0.674,1300
from_qubo,6.802,1300
solve_exact_cover,21.985,1300
