function,cumtime,lBits
dwave_qbsolv.dwavesearch,4.12063,1725
dwave_qbsolv.qbsolv_binding.run_qbsolv,8.618,1725
generate_qubo_numpy_multi_processing,17.567,1725
sample,9.902,1725
sample_qubo,21.726,1725
to_qubo,1.276,1725
from_qubo,11.739,1725
solve_exact_cover,39.295,1725
