function,cumtime,lBits
dwave_qbsolv.dwavesearch,4.68458,1675
dwave_qbsolv.qbsolv_binding.run_qbsolv,9.362,1675
generate_qubo_numpy_multi_processing,15.454,1675
sample,10.566,1675
sample_qubo,22.363,1675
to_qubo,1.197,1675
from_qubo,11.711,1675
solve_exact_cover,37.818,1675
