function,cumtime,lBits
dwave_qbsolv.dwavesearch,1.21031,525
dwave_qbsolv.qbsolv_binding.run_qbsolv,1.805,525
generate_qubo_numpy_multi_processing,0.828,525
sample,1.903,525
sample_qubo,3.172,525
to_qubo,0.095,525
from_qubo,1.262,525
solve_exact_cover,4.001,525
