function,cumtime,lBits
dwave_qbsolv.dwavesearch,7.52219,3375
dwave_qbsolv.qbsolv_binding.run_qbsolv,25.377,3375
generate_qubo_numpy_multi_processing,121.837,3375
sample,30.745,3375
sample_qubo,81.625,3375
to_qubo,5.354,3375
from_qubo,50.54,3375
solve_exact_cover,203.466,3375
