function,cumtime,lBits
dwave_qbsolv.dwavesearch,5.30762,2125
dwave_qbsolv.qbsolv_binding.run_qbsolv,11.983,2125
generate_qubo_numpy_multi_processing,31.796,2125
sample,14.039,2125
sample_qubo,33.362,2125
to_qubo,2.047,2125
from_qubo,19.182,2125
solve_exact_cover,65.159,2125
