function,cumtime,lBits
dwave_qbsolv.dwavesearch,9.76561,3350
dwave_qbsolv.qbsolv_binding.run_qbsolv,28.001,3350
generate_qubo_numpy_multi_processing,114.346,3350
sample,33.29,3350
sample_qubo,79.533,3350
to_qubo,5.274,3350
from_qubo,45.903,3350
solve_exact_cover,193.881,3350
