function,cumtime,lBits
dwave_qbsolv.dwavesearch,2.69771,1225
dwave_qbsolv.qbsolv_binding.run_qbsolv,4.723,1225
generate_qubo_numpy_multi_processing,5.697,1225
sample,5.326,1225
sample_qubo,11.22,1225
to_qubo,0.598,1225
from_qubo,5.858,1225
solve_exact_cover,16.919,1225
