function,cumtime,lBits
dwave_qbsolv.dwavesearch,4.75661,2175
dwave_qbsolv.qbsolv_binding.run_qbsolv,10.949,2175
generate_qubo_numpy_multi_processing,34.183,2175
sample,13.109,2175
sample_qubo,33.037,2175
to_qubo,2.148,2175
from_qubo,19.788,2175
solve_exact_cover,67.223,2175
