function,cumtime,lBits
dwave_qbsolv.dwavesearch,3.27453,1900
dwave_qbsolv.qbsolv_binding.run_qbsolv,7.188,1900
generate_qubo_numpy_multi_processing,22.036,1900
sample,8.988,1900
sample_qubo,23.676,1900
to_qubo,1.791,1900
from_qubo,14.56,1900
solve_exact_cover,45.713,1900
