function,cumtime,lBits
dwave_qbsolv.dwavesearch,5.13312,2425
dwave_qbsolv.qbsolv_binding.run_qbsolv,12.236,2425
generate_qubo_numpy_multi_processing,43.624,2425
sample,15.658,2425
sample_qubo,39.507,2425
to_qubo,3.412,2425
from_qubo,23.658,2425
solve_exact_cover,83.133,2425
