function,cumtime,lBits
dwave_qbsolv.dwavesearch,5.65083,2650
dwave_qbsolv.qbsolv_binding.run_qbsolv,14.683,2650
generate_qubo_numpy_multi_processing,55.893,2650
sample,17.801,2650
sample_qubo,46.347,2650
to_qubo,3.107,2650
from_qubo,28.338,2650
solve_exact_cover,102.242,2650
