function,cumtime,lBits
dwave_qbsolv.dwavesearch,2.10007,875
dwave_qbsolv.qbsolv_binding.run_qbsolv,3.497,875
generate_qubo_numpy_multi_processing,3.093,875
sample,3.789,875
sample_qubo,7.122,875
to_qubo,0.288,875
from_qubo,3.312,875
solve_exact_cover,10.217,875
