function,cumtime,lBits
dwave_qbsolv.dwavesearch,1.52594,800
dwave_qbsolv.qbsolv_binding.run_qbsolv,2.467,800
generate_qubo_numpy_multi_processing,1.987,800
sample,2.701,800
sample_qubo,5.209,800
to_qubo,0.229,800
from_qubo,2.49,800
solve_exact_cover,7.196,800
