function,cumtime,lBits
dwave_qbsolv.dwavesearch,2.46565,1150
dwave_qbsolv.qbsolv_binding.run_qbsolv,4.104,1150
generate_qubo_numpy_multi_processing,5.528,1150
sample,4.613,1150
sample_qubo,10.058,1150
to_qubo,0.504,1150
from_qubo,5.409,1150
solve_exact_cover,15.59,1150
