function,cumtime,lBits
dwave_qbsolv.dwavesearch,3.23548,1325
dwave_qbsolv.qbsolv_binding.run_qbsolv,5.996,1325
generate_qubo_numpy_multi_processing,8.314,1325
sample,6.7,1325
sample_qubo,14.116,1325
to_qubo,0.698,1325
from_qubo,7.371,1325
solve_exact_cover,22.431,1325
