function,cumtime,lBits
dwave_qbsolv.dwavesearch,8.29013,1925
dwave_qbsolv.qbsolv_binding.run_qbsolv,17.145,1925
generate_qubo_numpy_multi_processing,22.622,1925
sample,18.741,1925
sample_qubo,33.736,1925
to_qubo,1.588,1925
from_qubo,14.885,1925
solve_exact_cover,56.359,1925
