function,cumtime,lBits
dwave_qbsolv.dwavesearch,6.56174,1975
dwave_qbsolv.qbsolv_binding.run_qbsolv,14.466,1975
generate_qubo_numpy_multi_processing,24.532,1975
sample,16.129,1975
sample_qubo,31.76,1975
to_qubo,1.65,1975
from_qubo,15.507,1975
solve_exact_cover,56.293,1975
