function,cumtime,lBits
dwave_qbsolv.dwavesearch,3.1949,1750
dwave_qbsolv.qbsolv_binding.run_qbsolv,6.818,1750
generate_qubo_numpy_multi_processing,17.0,1750
sample,8.148,1750
sample_qubo,20.26,1750
to_qubo,1.322,1750
from_qubo,12.024,1750
solve_exact_cover,37.262,1750
