function,cumtime,lBits
dwave_qbsolv.dwavesearch,3.87093,1650
dwave_qbsolv.qbsolv_binding.run_qbsolv,7.882,1650
generate_qubo_numpy_multi_processing,15.5,1650
sample,9.125,1650
sample_qubo,21.136,1650
to_qubo,1.234,1650
from_qubo,11.932,1650
solve_exact_cover,36.638,1650
