function,cumtime,lBits
dwave_qbsolv.dwavesearch,4.51769,2300
dwave_qbsolv.qbsolv_binding.run_qbsolv,11.287,2300
generate_qubo_numpy_multi_processing,37.645,2300
sample,13.546,2300
sample_qubo,34.989,2300
to_qubo,2.249,2300
from_qubo,21.29,2300
solve_exact_cover,72.636,2300
