function,cumtime,lBits
dwave_qbsolv.dwavesearch,5.53723,1875
dwave_qbsolv.qbsolv_binding.run_qbsolv,11.424,1875
generate_qubo_numpy_multi_processing,21.837,1875
sample,12.911,1875
sample_qubo,26.876,1875
to_qubo,1.479,1875
from_qubo,13.859,1875
solve_exact_cover,48.715,1875
