function,cumtime,lBits
dwave_qbsolv.dwavesearch,5.66293,2200
dwave_qbsolv.qbsolv_binding.run_qbsolv,13.89,2200
generate_qubo_numpy_multi_processing,35.467,2200
sample,16.091,2200
sample_qubo,37.41,2200
to_qubo,2.189,2200
from_qubo,21.168,2200
solve_exact_cover,72.879,2200
