function,cumtime,lBits
dwave_qbsolv.dwavesearch,1.05955,200
dwave_qbsolv.qbsolv_binding.run_qbsolv,1.313,200
generate_qubo_numpy_multi_processing,0.138,200
sample,1.337,200
sample_qubo,1.655,200
to_qubo,0.023,200
from_qubo,0.317,200
solve_exact_cover,1.794,200
