function,cumtime,lBits
dwave_qbsolv.dwavesearch,8.90507,2475
dwave_qbsolv.qbsolv_binding.run_qbsolv,22.07,2475
generate_qubo_numpy_multi_processing,51.317,2475
sample,25.145,2475
sample_qubo,52.349,2475
to_qubo,3.064,2475
from_qubo,27.007,2475
solve_exact_cover,103.668,2475
