function,cumtime,lBits
dwave_qbsolv.dwavesearch,4.26382,2300
dwave_qbsolv.qbsolv_binding.run_qbsolv,10.794,2300
generate_qubo_numpy_multi_processing,39.765,2300
sample,13.042,2300
sample_qubo,34.31,2300
to_qubo,2.238,2300
from_qubo,21.117,2300
solve_exact_cover,74.077,2300
