function,cumtime,lBits
dwave_qbsolv.dwavesearch,9.45249,2775
dwave_qbsolv.qbsolv_binding.run_qbsolv,25.66,2775
generate_qubo_numpy_multi_processing,70.189,2775
sample,29.771,2775
sample_qubo,67.565,2775
to_qubo,4.098,2775
from_qubo,37.55,2775
solve_exact_cover,137.756,2775
