function,cumtime,lBits
dwave_qbsolv.dwavesearch,3.27423,1500
dwave_qbsolv.qbsolv_binding.run_qbsolv,6.577,1500
generate_qubo_numpy_multi_processing,11.514,1500
sample,7.494,1500
sample_qubo,16.717,1500
to_qubo,0.91,1500
from_qubo,9.161,1500
solve_exact_cover,28.232,1500
