function,cumtime,lBits
dwave_qbsolv.dwavesearch,3.1249,1675
dwave_qbsolv.qbsolv_binding.run_qbsolv,6.539,1675
generate_qubo_numpy_multi_processing,15.704,1675
sample,7.769,1675
sample_qubo,19.069,1675
to_qubo,1.223,1675
from_qubo,11.213,1675
solve_exact_cover,34.774,1675
