function,cumtime,lBits
dwave_qbsolv.dwavesearch,6.32118,2800
dwave_qbsolv.qbsolv_binding.run_qbsolv,17.386,2800
generate_qubo_numpy_multi_processing,70.38,2800
sample,21.29,2800
sample_qubo,57.05,2800
to_qubo,3.89,2800
from_qubo,35.507,2800
solve_exact_cover,127.431,2800
