function,cumtime,lBits
dwave_qbsolv.dwavesearch,7.68142,3175
dwave_qbsolv.qbsolv_binding.run_qbsolv,23.2,3175
generate_qubo_numpy_multi_processing,94.415,3175
sample,27.717,3175
sample_qubo,68.413,3175
to_qubo,4.501,3175
from_qubo,40.399,3175
solve_exact_cover,162.831,3175
