function,cumtime,lBits
dwave_qbsolv.dwavesearch,3.39878,1725
dwave_qbsolv.qbsolv_binding.run_qbsolv,7.272,1725
generate_qubo_numpy_multi_processing,16.481,1725
sample,8.545,1725
sample_qubo,21.044,1725
to_qubo,1.265,1725
from_qubo,12.41,1725
solve_exact_cover,37.526,1725
