function,cumtime,lBits
dwave_qbsolv.dwavesearch,1.62403,525
dwave_qbsolv.qbsolv_binding.run_qbsolv,2.42,525
generate_qubo_numpy_multi_processing,0.92,525
sample,2.545,525
sample_qubo,4.212,525
to_qubo,0.121,525
from_qubo,1.659,525
solve_exact_cover,5.133,525
