function,cumtime,lBits
dwave_qbsolv.dwavesearch,5.00053,1375
dwave_qbsolv.qbsolv_binding.run_qbsolv,8.703,1375
generate_qubo_numpy_multi_processing,8.239,1375
sample,9.47,1375
sample_qubo,17.067,1375
to_qubo,0.76,1375
from_qubo,7.542,1375
solve_exact_cover,25.308,1375
